50,300
485.0,485.0,320.5,240.5,0.1,640,480
1.0,-0.0,0.0,-0.0,0.0,-0.7071067811865475,-0.7071067811865475,-0.0,0.0,0.7071067811865475,-0.7071067811865475,14.14213562373095,0.0,0.0,0.0,1.0
0.0,1,143.95964101762786,293.58683112519896,3.8048484715580884,0.9105469672863298
0.0,2,496.04586566536364,116.36162395805309,2.551677013707293,0.6779869066875508
0.0,4,232.92361960914985,367.9298596078823,4.330533067298589,0.9068161345370782
0.0,6,143.419004385009,132.151961725322,2.663331562831911,0.8009709021633453
0.0,7,486.256462958151,123.87434400296235,2.6047999665964072,0.6888218450992619
0.0,8,458.17738922257786,252.81166216428468,3.5165244867951913,0.7882602211716896
0.0,9,359.11647910256636,156.73402716662213,2.8371530145230595,0.7662021150004548
0.0,10,264.10982290039345,111.98497715154974,2.5207294473499227,0.7544582296320707
0.0,11,446.2602788221916,183.3261075907389,3.02518741846057,0.752489799464729
0.0,12,362.6520738932498,433.98865427797296,4.797639283980898,0.8768993500026581
0.0,13,529.4663425818127,247.50339198246238,3.4789893483758223,0.7570060291579906
0.0,14,276.8918838216507,89.16594730873314,2.3593745399303843,0.7247315130623311
0.0,15,265.01623789973644,120.30541590957175,2.5795638340323706,0.7631192756477032
0.0,18,416.0654966598589,101.35349463856267,2.445553513559929,0.6937319249607742
0.0,19,201.27129120190418,213.11300294161205,3.235812575391534,0.857094724770662
0.0,20,578.4972036511291,238.1720294153541,3.4130066508866967,0.7323519888663855
0.0,22,518.0590016958099,334.6198869403685,4.094995991755213,0.7978425307490092
0.0,23,452.290947191187,250.43231212123175,3.4996999412925986,0.7894423947357839
0.0,24,296.1389847868049,124.28047607559976,2.6076717540225998,0.7581568263486539
0.0,28,536.9468103253362,127.42762734679005,2.629925474075385,0.6718131393982362
0.0,29,586.0433182975862,168.38203203130132,2.9195168467941452,0.6850115938596443
0.0,30,382.645828257519,150.24188564733805,2.791246641595975,0.7521315057327813
